seed,scenario,strategy,agent_id,tier,final_inventory,final_backlog,total_holding_cost,total_backlog_cost,total_cost,base_stock,capacity,lead_time,total_demand_received,total_orders_placed,avg_order_qty,order_variance,backlog_periods,total_demand,fulfilled_demand,agent_fill_rate
24,capacity_loss,all_combined,0,supplier,96,0,11476.0,0.0,11476.0,93,75,3,17,20,0.16666666666666666,1.0888888888888886,0,,,
24,capacity_loss,all_combined,1,supplier,103,0,12340.0,0.0,12340.0,93,75,3,0,10,0.08333333333333333,0.8263888888888887,0,,,
24,capacity_loss,all_combined,2,supplier,96,0,11480.0,0.0,11480.0,93,75,3,16,19,0.15833333333333333,1.0832638888888886,0,,,
24,capacity_loss,all_combined,3,supplier,104,0,12458.0,0.0,12458.0,93,75,3,0,11,0.09166666666666666,0.9999305555555551,0,,,
24,capacity_loss,all_combined,4,plant,78,0,7648.0,0.0,7648.0,78,90,2,1696,17,0.14166666666666666,0.7549305555555557,0,,,
24,capacity_loss,all_combined,5,plant,78,0,7778.0,0.0,7778.0,78,90,2,1567,16,0.13333333333333333,0.6488888888888891,0,,,
24,capacity_loss,all_combined,6,dc,38,0,3515.0,0.0,3515.0,46,0,2,1748,1696,14.133333333333333,112.16555555555556,0,,,
24,capacity_loss,all_combined,7,dc,38,0,3612.0,0.0,3612.0,46,0,2,1618,1567,13.058333333333334,55.78826388888889,0,,,
24,capacity_loss,all_combined,8,retailer,31,0,2378.0,0.0,2378.0,31,0,1,838,851,7.091666666666667,24.18326388888889,0,838.0,838.0,1.0
24,capacity_loss,all_combined,9,retailer,20,0,2476.0,0.0,2476.0,31,0,1,776,773,6.441666666666666,13.496597222222222,0,776.0,776.0,1.0
24,capacity_loss,all_combined,10,retailer,26,0,2370.0,0.0,2370.0,31,0,1,847,897,7.475,27.93270833333333,0,847.0,847.0,1.0
24,capacity_loss,all_combined,11,retailer,18,0,2422.0,0.0,2422.0,31,0,1,804,845,7.041666666666667,23.78993055555555,0,804.0,804.0,1.0
24,lead_time_surge,baseline,0,supplier,96,0,11476.0,0.0,11476.0,93,50,3,17,20,0.16666666666666666,1.0888888888888886,0,,,
24,lead_time_surge,baseline,1,supplier,95,0,11365.0,0.0,11365.0,93,50,3,16,18,0.15,1.0608333333333324,0,,,
24,lead_time_surge,baseline,2,supplier,103,0,12340.0,0.0,12340.0,93,50,3,0,10,0.08333333333333333,0.8263888888888887,0,,,
24,lead_time_surge,baseline,3,supplier,104,0,12458.0,0.0,12458.0,93,50,3,0,11,0.09166666666666666,0.9999305555555551,0,,,
24,lead_time_surge,baseline,4,plant,78,0,7649.0,0.0,7649.0,78,60,2,1695,17,0.14166666666666666,0.7549305555555557,0,,,
24,lead_time_surge,baseline,5,plant,78,0,7779.0,0.0,7779.0,78,60,2,1566,16,0.13333333333333333,0.6488888888888891,0,,,
24,lead_time_surge,baseline,6,dc,37,0,3553.0,0.0,3553.0,46,0,2,1834,1695,14.125,116.79270833333334,0,,,
24,lead_time_surge,baseline,7,dc,39,0,3630.0,0.0,3630.0,46,0,2,1760,1566,13.05,68.39750000000001,0,,,
24,lead_time_surge,baseline,8,retailer,30,0,2185.0,265.0,2450.0,31,0,1,838,893,7.441666666666666,25.79659722222222,6,838.0,838.0,1.0
24,lead_time_surge,baseline,9,retailer,19,0,2304.0,45.0,2349.0,31,0,1,776,826,6.883333333333334,16.703055555555558,3,776.0,776.0,1.0
24,lead_time_surge,baseline,10,retailer,29,0,2211.0,110.0,2321.0,31,0,1,847,941,7.841666666666667,32.899930555555564,6,847.0,847.0,1.0
24,lead_time_surge,baseline,11,retailer,22,0,2229.0,80.0,2309.0,31,0,1,804,934,7.783333333333333,36.55305555555556,5,804.0,804.0,1.0
24,lead_time_surge,dual_only,0,supplier,96,0,11476.0,0.0,11476.0,93,50,3,17,20,0.16666666666666666,1.0888888888888886,0,,,
24,lead_time_surge,dual_only,1,supplier,103,0,12340.0,0.0,12340.0,93,50,3,0,10,0.08333333333333333,0.8263888888888887,0,,,
24,lead_time_surge,dual_only,2,supplier,96,0,11480.0,0.0,11480.0,93,50,3,16,19,0.15833333333333333,1.0832638888888886,0,,,
24,lead_time_surge,dual_only,3,supplier,104,0,12458.0,0.0,12458.0,93,50,3,0,11,0.09166666666666666,0.9999305555555551,0,,,
24,lead_time_surge,dual_only,4,plant,78,0,7649.0,0.0,7649.0,78,60,2,1695,17,0.14166666666666666,0.7549305555555557,0,,,
24,lead_time_surge,dual_only,5,plant,78,0,7779.0,0.0,7779.0,78,60,2,1566,16,0.13333333333333333,0.6488888888888891,0,,,
24,lead_time_surge,dual_only,6,dc,37,0,3553.0,0.0,3553.0,46,0,2,1834,1695,14.125,116.79270833333334,0,,,
24,lead_time_surge,dual_only,7,dc,39,0,3630.0,0.0,3630.0,46,0,2,1760,1566,13.05,68.39750000000001,0,,,
24,lead_time_surge,dual_only,8,retailer,30,0,2185.0,265.0,2450.0,31,0,1,838,893,7.441666666666666,25.79659722222222,6,838.0,838.0,1.0
24,lead_time_surge,dual_only,9,retailer,19,0,2304.0,45.0,2349.0,31,0,1,776,826,6.883333333333334,16.703055555555558,3,776.0,776.0,1.0
24,lead_time_surge,dual_only,10,retailer,29,0,2211.0,110.0,2321.0,31,0,1,847,941,7.841666666666667,32.899930555555564,6,847.0,847.0,1.0
24,lead_time_surge,dual_only,11,retailer,22,0,2229.0,80.0,2309.0,31,0,1,804,934,7.783333333333333,36.55305555555556,5,804.0,804.0,1.0
24,lead_time_surge,safety_only,0,supplier,123,0,14716.0,0.0,14716.0,120,50,3,17,20,0.16666666666666666,1.0888888888888886,0,,,
24,lead_time_surge,safety_only,1,supplier,122,0,14605.0,0.0,14605.0,120,50,3,16,18,0.15,1.0608333333333324,0,,,
24,lead_time_surge,safety_only,2,supplier,130,0,15580.0,0.0,15580.0,120,50,3,0,10,0.08333333333333333,0.8263888888888887,0,,,
24,lead_time_surge,safety_only,3,supplier,131,0,15698.0,0.0,15698.0,120,50,3,0,11,0.09166666666666666,0.9999305555555551,0,,,
24,lead_time_surge,safety_only,4,plant,101,0,10404.0,0.0,10404.0,101,60,2,1700,17,0.14166666666666666,0.7549305555555557,0,,,
24,lead_time_surge,safety_only,5,plant,101,0,10536.0,0.0,10536.0,101,60,2,1569,16,0.13333333333333333,0.6488888888888891,0,,,
24,lead_time_surge,safety_only,6,dc,50,0,5120.0,0.0,5120.0,59,0,2,1694,1700,14.166666666666666,125.95555555555553,0,,,
24,lead_time_surge,safety_only,7,dc,46,0,5197.0,0.0,5197.0,59,0,2,1575,1569,13.075,58.86937499999999,0,,,
24,lead_time_surge,safety_only,8,retailer,40,0,3226.0,50.0,3276.0,40,0,1,838,840,7.0,24.1,4,838.0,838.0,1.0
24,lead_time_surge,safety_only,9,retailer,29,0,3388.0,0.0,3388.0,40,0,1,776,774,6.45,15.214166666666666,0,776.0,776.0,1.0
24,lead_time_surge,safety_only,10,retailer,36,0,3270.0,0.0,3270.0,40,0,1,847,854,7.116666666666666,25.38638888888889,0,847.0,847.0,1.0
24,lead_time_surge,safety_only,11,retailer,27,0,3311.0,5.0,3316.0,40,0,1,804,801,6.675,14.419374999999999,1,804.0,804.0,1.0
24,lead_time_surge,flex_only,0,supplier,123,0,14716.0,0.0,14716.0,120,75,3,17,20,0.16666666666666666,1.0888888888888886,0,,,
24,lead_time_surge,flex_only,1,supplier,122,0,14605.0,0.0,14605.0,120,75,3,16,18,0.15,1.0608333333333324,0,,,
24,lead_time_surge,flex_only,2,supplier,130,0,15580.0,0.0,15580.0,120,75,3,0,10,0.08333333333333333,0.8263888888888887,0,,,
24,lead_time_surge,flex_only,3,supplier,131,0,15698.0,0.0,15698.0,120,75,3,0,11,0.09166666666666666,0.9999305555555551,0,,,
24,lead_time_surge,flex_only,4,plant,101,0,10404.0,0.0,10404.0,101,90,2,1700,17,0.14166666666666666,0.7549305555555557,0,,,
24,lead_time_surge,flex_only,5,plant,101,0,10536.0,0.0,10536.0,101,90,2,1569,16,0.13333333333333333,0.6488888888888891,0,,,
24,lead_time_surge,flex_only,6,dc,50,0,5120.0,0.0,5120.0,59,0,2,1694,1700,14.166666666666666,125.95555555555553,0,,,
24,lead_time_surge,flex_only,7,dc,46,0,5197.0,0.0,5197.0,59,0,2,1575,1569,13.075,58.86937499999999,0,,,
24,lead_time_surge,flex_only,8,retailer,40,0,3226.0,50.0,3276.0,40,0,1,838,840,7.0,24.1,4,838.0,838.0,1.0
24,lead_time_surge,flex_only,9,retailer,29,0,3388.0,0.0,3388.0,40,0,1,776,774,6.45,15.214166666666666,0,776.0,776.0,1.0
24,lead_time_surge,flex_only,10,retailer,36,0,3270.0,0.0,3270.0,40,0,1,847,854,7.116666666666666,25.38638888888889,0,847.0,847.0,1.0
24,lead_time_surge,flex_only,11,retailer,27,0,3311.0,5.0,3316.0,40,0,1,804,801,6.675,14.419374999999999,1,804.0,804.0,1.0
24,lead_time_surge,dynalloc_only,0,supplier,123,0,14716.0,0.0,14716.0,120,50,3,17,20,0.16666666666666666,1.0888888888888886,0,,,
24,lead_time_surge,dynalloc_only,1,supplier,122,0,14605.0,0.0,14605.0,120,50,3,16,18,0.15,1.0608333333333324,0,,,
24,lead_time_surge,dynalloc_only,2,supplier,130,0,15580.0,0.0,15580.0,120,50,3,0,10,0.08333333333333333,0.8263888888888887,0,,,
24,lead_time_surge,dynalloc_only,3,supplier,131,0,15698.0,0.0,15698.0,120,50,3,0,11,0.09166666666666666,0.9999305555555551,0,,,
24,lead_time_surge,dynalloc_only,4,plant,101,0,10404.0,0.0,10404.0,101,60,2,1700,17,0.14166666666666666,0.7549305555555557,0,,,
24,lead_time_surge,dynalloc_only,5,plant,101,0,10537.0,0.0,10537.0,101,60,2,1568,16,0.13333333333333333,0.6488888888888891,0,,,
24,lead_time_surge,dynalloc_only,6,dc,50,0,5122.0,0.0,5122.0,59,0,2,1687,1700,14.166666666666666,117.30555555555557,0,,,
24,lead_time_surge,dynalloc_only,7,dc,46,0,5195.0,0.0,5195.0,59,0,2,1569,1568,13.066666666666666,58.21222222222222,0,,,
24,lead_time_surge,dynalloc_only,8,retailer,40,0,3227.0,50.0,3277.0,40,0,1,838,838,6.983333333333333,24.63305555555555,4,838.0,838.0,1.0
24,lead_time_surge,dynalloc_only,9,retailer,29,0,3390.0,0.0,3390.0,40,0,1,776,773,6.441666666666666,15.096597222222222,0,776.0,776.0,1.0
24,lead_time_surge,dynalloc_only,10,retailer,36,0,3266.0,0.0,3266.0,40,0,1,847,849,7.075,23.319375,0,847.0,847.0,1.0
24,lead_time_surge,dynalloc_only,11,retailer,27,0,3313.0,5.0,3318.0,40,0,1,804,796,6.633333333333334,15.082222222222223,1,804.0,804.0,1.0
24,lead_time_surge,all_combined,0,supplier,147,0,17596.0,0.0,17596.0,144,75,3,17,20,0.16666666666666666,1.0888888888888886,0,,,
24,lead_time_surge,all_combined,1,supplier,154,0,18460.0,0.0,18460.0,144,75,3,0,10,0.08333333333333333,0.8263888888888887,0,,,
24,lead_time_surge,all_combined,2,supplier,147,0,17600.0,0.0,17600.0,144,75,3,16,19,0.15833333333333333,1.0832638888888886,0,,,
24,lead_time_surge,all_combined,3,supplier,155,0,18578.0,0.0,18578.0,144,75,3,0,11,0.09166666666666666,0.9999305555555551,0,,,
24,lead_time_surge,all_combined,4,plant,121,0,12804.0,0.0,12804.0,121,90,2,1700,17,0.14166666666666666,0.7549305555555557,0,,,
24,lead_time_surge,all_combined,5,plant,121,0,12937.0,0.0,12937.0,121,90,2,1568,16,0.13333333333333333,0.6488888888888891,0,,,
24,lead_time_surge,all_combined,6,dc,61,0,6444.0,0.0,6444.0,70,0,2,1685,1700,14.166666666666666,119.48888888888888,0,,,
24,lead_time_surge,all_combined,7,dc,57,0,6526.0,0.0,6526.0,70,0,2,1568,1568,13.066666666666666,60.26222222222222,0,,,
24,lead_time_surge,all_combined,8,retailer,48,0,4176.0,0.0,4176.0,48,0,1,838,838,6.983333333333333,24.63305555555555,0,838.0,838.0,1.0
24,lead_time_surge,all_combined,9,retailer,37,0,4350.0,0.0,4350.0,48,0,1,776,773,6.441666666666666,15.096597222222222,0,776.0,776.0,1.0
24,lead_time_surge,all_combined,10,retailer,44,0,4225.0,0.0,4225.0,48,0,1,847,847,7.058333333333334,21.88826388888889,0,847.0,847.0,1.0
24,lead_time_surge,all_combined,11,retailer,35,0,4272.0,0.0,4272.0,48,0,1,804,795,6.625,15.634375,0,804.0,804.0,1.0
24,demand_spike,baseline,0,supplier,147,0,17596.0,0.0,17596.0,144,50,3,17,20,0.16666666666666666,1.0888888888888886,0,,,
24,demand_spike,baseline,1,supplier,146,0,17485.0,0.0,17485.0,144,50,3,16,18,0.15,1.0608333333333324,0,,,
24,demand_spike,baseline,2,supplier,154,0,18460.0,0.0,18460.0,144,50,3,0,10,0.08333333333333333,0.8263888888888887,0,,,
24,demand_spike,baseline,3,supplier,155,0,18578.0,0.0,18578.0,144,50,3,0,11,0.09166666666666666,0.9999305555555551,0,,,
