seed,scenario,strategy,pre_fill,post_fill,min_fill,fill_drop_pct,final_fill,final_cost,cost_increase,holding_cost,backlog_cost,bullwhip,backlog_dur,ttr,bullwhip_retailer,bullwhip_dc,bullwhip_plant,bullwhip_supplier
24,capacity_loss,baseline,0.9975681140911027,0.8814936805989048,0.8509297195083517,14.699587177197932,0.8551301684532925,110117.0,106184.0,45202.0,64915.0,0.04746383826954527,100.5,109.0,14.373465709660522,0.07955129973047126,0.014834342322509632,2.7982452929189408
24,capacity_loss,dual_only,0.9975681140911027,0.8814936805989048,0.8509297195083517,14.699587177197932,0.8551301684532925,110232.0,106294.0,45317.0,64915.0,0.04773725534512151,100.5,109.0,14.373465709660522,0.07955129973047126,0.014834342322509632,2.8143646813339687
24,capacity_loss,safety_only,1.0,0.9999690348708075,0.9988351776354106,0.11648223645893685,1.0,64761.0,59353.0,64721.0,40.0,0.04405113311628852,1.0,53.0,3.8822470213378555,0.2743518118458092,0.014780199774518882,2.7982452929189408
24,capacity_loss,flex_only,1.0,0.9999690348708075,0.9988351776354106,0.11648223645893685,1.0,64761.0,59353.0,64721.0,40.0,0.04405113311628852,1.0,53.0,3.8822470213378555,0.2743518118458092,0.014780199774518882,2.7982452929189408
24,capacity_loss,dynalloc_only,1.0,0.9999773220028283,0.9985688729874777,0.14311270125223485,1.0,65327.0,59919.0,65292.0,35.0,0.06421384875277107,0.5,93.0,2.2313449850849967,1.0965113744267507,0.009379140824211924,2.7982452929189408
24,capacity_loss,all_combined,1.0,1.0,1.0,0.0,1.0,79953.0,73340.0,79953.0,0.0,0.07171940549198473,0.0,1.0,1.4679022703456177,2.084100211084604,0.008329914986697808,2.8143646813339687
24,lead_time_surge,baseline,1.0,0.9973405761043671,0.9346938775510204,6.530612244897959,1.0,79679.0,73071.0,79179.0,500.0,0.05265214938227244,5.0,9.0,1.8364443115990658,1.3558183841842617,0.0075570281707752675,2.7982452929189408
24,lead_time_surge,dual_only,1.0,0.9973405761043671,0.9346938775510204,6.530612244897959,1.0,79794.0,73181.0,79294.0,500.0,0.052955453902761275,5.0,9.0,1.8364443115990658,1.3558183841842617,0.0075570281707752675,2.8143646813339687
24,lead_time_surge,safety_only,1.0,0.9997929916768357,0.9913232104121475,0.8676789587852451,1.0,105106.0,96338.0,105051.0,55.0,0.071084955727395,1.25,7.0,1.2957105777699707,2.5895265199915234,0.007571179593563365,2.7982452929189408
24,lead_time_surge,flex_only,1.0,0.9997929916768357,0.9913232104121475,0.8676789587852451,1.0,105106.0,96338.0,105051.0,55.0,0.071084955727395,1.25,7.0,1.2957105777699707,2.5895265199915234,0.007571179593563365,2.7982452929189408
24,lead_time_surge,dynalloc_only,1.0,0.9997929916768357,0.9913232104121475,0.8676789587852451,1.0,105108.0,96340.0,105053.0,55.0,0.07177092433384294,1.25,7.0,1.27935312485502,2.5151613722192243,0.00797088363231458,2.7982452929189408
24,lead_time_surge,all_combined,1.0,1.0,1.0,0.0,1.0,127968.0,117295.0,127968.0,0.0,0.07203411679721895,0.0,1.0,1.2648944794127635,2.5996353482934293,0.007783790402321334,2.8143646813339687
24,demand_spike,baseline,1.0,0.9857325382382542,0.7397820163487738,26.021798365122617,1.0,129825.0,119157.0,126100.0,3725.0,0.017194866571133692,9.5,12.0,14.51033869639413,0.06912467167562616,0.006126358357188618,2.7982452929189408
24,demand_spike,dual_only,1.0,0.9857325382382542,0.7397820163487738,26.021798365122617,1.0,129940.0,119267.0,126215.0,3725.0,0.01729391819241438,9.5,12.0,14.51033869639413,0.06912467167562616,0.006126358357188618,2.8143646813339687
24,demand_spike,safety_only,1.0,0.9957210913408108,0.8814713896457765,11.852861035422347,1.0,168355.0,154267.0,167210.0,1145.0,0.01715713729578861,4.75,6.0,10.36895140280582,0.14666220275754763,0.03707671758484621,0.3042919793263138
24,demand_spike,flex_only,1.0,0.9957210913408108,0.8814713896457765,11.852861035422347,1.0,168709.0,154621.0,167564.0,1145.0,0.017180487605205692,4.75,6.0,10.36895140280582,0.14666220275754763,0.004037352425087646,2.7982452929189408
24,demand_spike,dynalloc_only,1.0,0.9957003013482734,0.9059945504087193,9.400544959128066,1.0,168057.0,153969.0,166952.0,1105.0,0.0186217120146035,5.0,6.0,8.455331237819014,0.2576315870395814,0.1619664709427297,0.052779436828156515
24,demand_spike,all_combined,1.0,0.9992672358174614,0.9761904761904762,2.3809523809523836,1.0,203331.0,186298.0,203136.0,195.0,0.018892741333137272,2.25,5.0,6.871258170769058,0.3619289934385586,0.029030962544051457,0.2616820309176005
